NAME,S1501_C01_001E: Population 18 to 24 years,S1501_C01_002E: Population 18 to 24 years - Less than high school graduate,S1501_C01_003E: Population 18 to 24 years - High school graduate (includes equivalency),S1501_C01_004E: Population 18 to 24 years - Some college or associate's degree,S1501_C01_005E: Population 18 to 24 years - Bachelor's degree or higher,S1501_C01_006E: Population 25 years and over,S1501_C01_007E: Population 25 years and over - Less than 9th grade,"S1501_C01_008E: Population 25 years and over - 9th to 12th grade, no diploma",S1501_C01_009E: Population 25 years and over - High school graduate (includes equivalency),"S1501_C01_010E: Population 25 years and over - Some college, no degree",S1501_C01_011E: Population 25 years and over - Associate's degree,S1501_C01_012E: Population 25 years and over - Bachelor's degree,S1501_C01_013E: Population 25 years and over - Graduate or professional degree,S1501_C01_014E: Population 25 years and over - High school graduate or higher,S1501_C01_015E: Population 25 years and over - Bachelor's degree or higher,S1501_C01_059E: Population 25 years and over with earnings,S1501_C01_060E: Population 25 years and over with earnings - Less than high school graduate,S1501_C01_061E: Population 25 years and over with earnings - High school graduate (includes equivalency),S1501_C01_062E: Population 25 years and over with earnings - Some college or associate's degree,S1501_C01_063E: Population 25 years and over with earnings - Bachelor's degree,S1501_C01_064E: Population 25 years and over with earnings - Graduate or professional degree,state,county,tract,B01003_001E: Total Population,B11005_001E: Total Households,B11005_002E: Households with one or more people under 18 years,B11005_012E: Family households without people under 18 years,B11005_017E: Nonfamily households without people under 18 years,B06010_002E: No income,B06010_003E: With income,"B06010_004E: $1 to $9,999 or loss","B06010_005E: $10,000 to $14,999","B06010_006E: $15,000 to $24,999","B06010_007E: $25,000 to $34,999","B06010_008E: $35,000 to $49,999","B06010_009E: $50,000 to $64,999","B06010_010E: $65,000 to $74,999","B06010_011E: $75,000 or more",STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Tract & County,WF_Present,lat,long
"Census Tract 502, Union County, Ohio",547,17,375,147,8,3484,85,339,1656,505,378,360,161,3060,521,42920,0,34262,51993,71250,64167,39,159,050200,5384,1953,588,842,523,644,3745,555,433,465,434,619,562,191,486,,,,,,,,,,,,,,,,,,,,
"Census Tract 503.01, Union County, Ohio",424,90,162,119,53,2654,51,53,841,509,140,700,360,2550,1060,56020,31111,50061,50192,62207,61935,39,159,050301,3968,1418,555,633,230,353,3003,581,236,328,238,324,524,136,636,,,,,,,,,,,,,,,,,,,,
"Census Tract 503.03, Union County, Ohio",601,109,130,362,0,5341,30,123,1316,1089,333,1763,687,5188,2450,57333,11455,35651,45697,72725,70976,39,159,050303,8132,2802,1267,961,574,662,5716,552,431,452,490,933,612,744,1502,,,,,,,,,,,,,,,,,,,,
"Census Tract 503.04, Union County, Ohio",199,13,99,72,15,1855,5,122,925,300,86,276,141,1728,417,38180,0,26612,36771,60750,66842,39,159,050304,2650,1050,311,425,314,173,2004,301,124,331,320,276,208,205,239,,,,,,,,,,,,,,,,,,,,
"Census Tract 504.01, Union County, Ohio",525,174,208,95,48,4527,144,589,1245,1155,274,923,197,3794,1120,46497,7717,37083,29792,65638,0,39,159,050401,5859,1186,509,243,434,2002,3255,716,256,405,283,457,431,122,585,,,,,,,,,,,,,,,,,,,,
"Census Tract 504.02, Union County, Ohio",247,65,23,113,46,2800,35,67,1207,612,285,366,228,2698,594,49334,0,43880,42925,52036,63714,39,159,050402,4047,1815,481,508,826,149,3039,505,65,541,241,488,592,282,325,,,,,,,,,,,,,,,,,,,,
"Census Tract 505.01, Union County, Ohio",132,23,62,13,34,2804,36,73,1073,732,156,542,192,2695,734,54773,0,37422,60441,51000,0,39,159,050501,3552,1698,329,575,794,127,2909,316,225,454,361,352,453,308,440,,,,,,,,,,,,,,,,,,,,
"Census Tract 505.02, Union County, Ohio",352,0,225,36,91,1214,0,28,515,249,74,268,80,1186,348,35650,0,19722,35742,41518,0,39,159,050502,1978,832,167,352,313,0,1566,172,182,462,173,280,103,0,194,,,,,,,,,,,,,,,,,,,,
"Census Tract 506.01, Union County, Ohio",218,47,60,37,74,4103,7,47,415,383,150,1502,1599,4049,3101,86446,0,35357,46250,87404,110340,39,159,050601,6632,2084,1237,673,174,719,4067,470,198,154,335,262,453,128,2067,,,,,,,,,,,,,,,,,,,,
"Census Tract 506.02, Union County, Ohio",439,33,138,160,108,2754,27,51,732,613,285,730,316,2676,1046,57679,0,37436,49643,63446,91771,39,159,050602,4160,1709,606,578,525,201,3120,348,145,385,340,540,506,227,629,,,,,,,,,,,,,,,,,,,,
"Census Tract 507.01, Union County, Ohio",164,52,45,47,20,2668,14,0,455,594,135,1065,405,2654,1470,76917,0,67396,52941,101296,76774,39,159,050701,4060,1329,609,598,122,183,2774,303,103,279,330,254,175,129,1201,,,,,,,,,,,,,,,,,,,,
"Census Tract 507.02, Union County, Ohio",216,31,100,71,14,1955,22,83,743,337,154,487,129,1850,616,43784,58750,32612,44038,56544,73158,39,159,050702,2990,1061,444,424,193,118,2220,354,167,267,282,402,238,111,399,,,,,,,,,,,,,,,,,,,,
"Census Tract 201, Van Wert County, Ohio",324,32,124,159,9,3058,21,129,1357,591,474,289,197,2908,486,38356,0,36827,38731,37500,59632,39,161,020100,4291,1806,620,859,327,378,3277,566,228,415,479,675,363,221,330,,,,,,,,,,,,,,,,,,,,
"Census Tract 202, Van Wert County, Ohio",334,29,104,140,61,3001,45,169,1247,500,369,422,249,2787,671,42113,34875,34556,41682,56517,73173,39,161,020200,4466,1740,661,675,404,258,3213,383,298,363,528,691,436,184,330,,,,,,,,,,,,,,,,,,,,
"Census Tract 203, Van Wert County, Ohio",180,79,36,49,16,1848,40,116,852,298,224,193,125,1692,318,40536,21667,33891,46420,46932,0,39,161,020300,2649,1061,291,530,240,176,1963,220,223,301,382,360,234,58,185,,,,,,,,,,,,,,,,,,,,
"Census Tract 204, Van Wert County, Ohio",191,16,146,29,0,2204,14,96,1091,350,316,227,110,2094,337,39034,26875,39549,36797,61630,53295,39,161,020400,3068,1330,409,483,438,230,2363,319,156,368,327,522,267,219,185,,,,,,,,,,,,,,,,,,,,
"Census Tract 205, Van Wert County, Ohio",252,32,131,89,0,2122,21,199,975,452,257,173,45,1902,218,31905,0,29000,37981,31667,44375,39,161,020500,2930,1273,352,494,427,299,2212,259,211,418,446,394,291,126,67,,,,,,,,,,,,,,,,,,,,
"Census Tract 206, Van Wert County, Ohio",136,24,76,29,7,864,35,154,289,229,95,55,7,675,62,28365,0,34167,30063,39531,0,39,161,020600,1401,546,198,119,229,123,955,225,116,104,223,196,48,29,14,,,,,,,,,,,,,,,,,,,,
"Census Tract 207, Van Wert County, Ohio",226,7,131,88,0,1044,19,52,480,270,98,101,24,973,125,37588,0,23403,37321,48869,0,39,161,020700,1607,722,259,199,264,96,1201,227,54,233,147,364,63,58,55,,,,,,,,,,,,,,,,,,,,
"Census Tract 208, Van Wert County, Ohio",271,71,98,74,28,2801,51,230,1238,528,279,249,226,2520,475,38238,23346,35417,39362,31131,60556,39,161,020800,4208,1632,524,524,584,240,2957,435,294,584,391,499,428,97,229,,,,,,,,,,,,,,,,,,,,
"Census Tract 209, Van Wert County, Ohio",217,0,77,107,33,2534,14,110,1005,498,251,328,328,2410,656,38621,0,26133,41761,50588,54904,39,161,020900,3593,1530,400,732,398,142,2729,372,307,399,406,522,435,77,211,,,,,,,,,,,,,,,,,,,,
"Census Tract 9530, Vinton County, Ohio",432,149,230,53,0,3720,152,655,1771,554,245,264,79,2913,343,37526,17288,35801,39128,42135,76464,39,163,953000,5175,2186,631,999,556,563,3745,605,375,697,771,473,308,252,264,,,,,,,,,,,,,,,,,,,,
"Census Tract 9531, Vinton County, Ohio",272,72,137,63,0,3333,185,418,1292,603,351,379,105,2730,484,36084,22438,36410,34315,43438,55139,39,163,953100,4817,1887,642,590,655,422,3398,667,389,642,394,610,360,153,183,,,,,,,,,,,,,,,,,,,,
"Census Tract 9532, Vinton County, Ohio",254,90,97,67,0,2127,194,331,776,235,242,223,126,1602,349,31628,25725,29196,32146,0,0,39,163,953200,3053,1148,346,429,373,278,2265,501,302,269,472,306,134,106,175,,,,,,,,,,,,,,,,,,,,
"Census Tract 301.01, Warren County, Ohio",472,104,144,211,13,2798,64,223,998,809,390,243,71,2511,314,35419,32891,35404,32361,66583,61042,39,165,030101,4034,1476,392,754,330,280,3149,444,318,439,568,606,310,191,273,,,,,,,,,,,,,,,,,,,,
"Census Tract 301.02, Warren County, Ohio",565,15,374,139,37,3170,102,403,1256,547,440,340,82,2665,422,40856,0,36625,43235,40066,59286,39,165,030102,4862,1830,632,708,490,334,3577,472,264,617,602,714,458,162,288,,,,,,,,,,,,,,,,,,,,
"Census Tract 302, Warren County, Ohio",223,112,75,36,0,847,73,46,531,79,43,44,31,728,75,37286,12279,36823,40417,59063,0,39,165,030200,1247,586,92,255,239,140,956,172,125,160,153,161,58,30,97,,,,,,,,,,,,,,,,,,,,
"Census Tract 9701.01, Ashland County, Ohio",237,150,68,19,0,1779,161,146,753,363,173,105,78,1472,183,36818,0,25000,43138,0,0,39,005,970101,2448,831,167,530,134,335,1770,305,32,436,249,451,147,58,92,,,,,,,,,,,,,,,,,,,,
"Census Tract 9701.02, Ashland County, Ohio",501,50,204,202,45,3969,36,137,2001,608,261,666,260,3796,926,35877,11645,35296,30813,45302,61821,39,005,970102,6015,2244,633,982,629,233,4345,670,322,772,613,656,616,209,487,,,,,,,,,,,,,,,,,,,,
"Census Tract 9702, Ashland County, Ohio",502,45,258,177,22,4178,277,248,1912,693,377,416,255,3653,671,38398,0,35577,38663,44306,44299,39,005,970200,6475,2172,691,986,495,550,4489,783,283,703,936,623,693,221,247,,,,,,,,,,,,,,,,,,,,
"Census Tract 9703, Ashland County, Ohio",275,73,119,74,9,2729,73,276,937,755,137,323,228,2380,551,38316,21532,33659,33164,58375,58882,39,005,970300,3999,1840,556,525,759,186,2998,587,193,491,467,519,430,142,169,,,,,,,,,,,,,,,,,,,,
"Census Tract 9704, Ashland County, Ohio",288,33,105,142,8,2078,64,349,1191,165,125,123,61,1665,184,32988,21250,34138,35909,46917,46806,39,005,970400,3297,1351,354,576,421,216,2220,294,260,474,356,389,309,12,126,,,,,,,,,,,,,,,,,,,,
"Census Tract 9705, Ashland County, Ohio",450,43,65,324,18,2142,119,135,893,291,168,469,67,1888,536,31643,11589,28393,40259,36250,48542,39,005,970500,3395,1440,346,345,749,198,2494,570,322,452,416,398,202,70,64,,,,,,,,,,,,,,,,,,,,
"Census Tract 9706, Ashland County, Ohio",1852,60,465,1318,9,2581,23,104,979,585,190,409,291,2454,700,32979,33661,29081,31875,41375,54750,39,005,970600,5476,1492,556,538,398,512,4154,1533,404,622,479,382,384,78,272,,,,,,,,,,,,,,,,,,,,
"Census Tract 9707, Ashland County, Ohio",372,59,155,158,0,3611,11,127,1312,569,215,903,474,3473,1377,55039,0,36905,58839,63750,58090,39,005,970700,4941,2088,424,905,759,507,3772,736,278,427,515,514,415,163,724,,,,,,,,,,,,,,,,,,,,
"Census Tract 9708, Ashland County, Ohio",227,25,128,60,14,2949,28,202,1016,596,173,587,347,2719,934,40544,0,30000,37127,50281,59138,39,005,970800,3910,1723,435,593,695,270,3058,370,248,552,491,518,384,141,354,,,,,,,,,,,,,,,,,,,,
"Census Tract 9709, Ashland County, Ohio",401,69,92,192,48,3147,143,112,1423,460,319,430,260,2892,690,35825,18276,33231,41163,59667,54219,39,005,970900,4475,1780,430,847,503,439,3266,526,305,548,460,588,322,212,305,,,,,,,,,,,,,,,,,,,,
"Census Tract 9710, Ashland County, Ohio",447,55,284,87,21,3892,93,345,1647,872,241,443,251,3454,694,34767,25909,28393,36146,55647,61500,39,005,971000,5134,2080,473,1113,494,399,4115,634,477,786,654,576,400,194,394,,,,,,,,,,,,,,,,,,,,
"Census Tract 9711, Ashland County, Ohio",288,43,66,164,15,2629,78,245,1145,558,203,261,139,2306,400,32981,15526,31111,37717,48000,59196,39,005,971100,3968,1463,416,528,519,257,2935,559,236,584,504,562,258,82,150,,,,,,,,,,,,,,,,,,,,
"Census Tract 1.01, Ashtabula County, Ohio",367,92,202,73,0,3801,71,436,1780,728,276,433,77,3294,510,21881,5461,18071,24432,46458,62868,39,007,000101,4752,1524,379,444,701,432,3860,1628,279,643,263,341,324,85,297,,,,,,,,,,,,,,,,,,,,
"Census Tract 1.02, Ashtabula County, Ohio",52,11,41,0,0,2471,44,327,1170,457,209,140,124,2100,264,30061,32305,19489,32795,0,0,39,007,000102,3074,1379,387,518,474,251,2380,332,351,545,453,282,199,65,153,,,,,,,,,,,,,,,,,,,,
"Census Tract 1.03, Ashtabula County, Ohio",386,147,193,46,0,2152,68,124,994,518,123,203,122,1960,325,27398,19958,25907,30946,41161,42222,39,007,000103,3397,1350,439,486,425,289,2356,469,148,636,387,333,144,95,144,,,,,,,,,,,,,,,,,,,,
"Census Tract 2, Ashtabula County, Ohio",319,34,178,99,8,3165,55,273,1206,758,208,443,222,2837,665,36946,25066,31938,35280,60227,69327,39,007,000200,4178,1678,397,829,452,335,3339,490,338,773,485,461,263,184,345,,,,,,,,,,,,,,,,,,,,
"Census Tract 3, Ashtabula County, Ohio",125,13,25,80,7,1516,42,92,757,237,149,167,72,1382,239,40054,55865,31580,35913,53482,121705,39,007,000300,2162,848,278,292,278,250,1453,306,123,209,251,226,128,22,188,,,,,,,,,,,,,,,,,,,,
"Census Tract 4, Ashtabula County, Ohio",178,69,52,51,6,1153,68,130,520,210,88,108,29,955,137,39375,0,33250,39063,57667,0,39,007,000400,1697,750,146,255,349,219,1146,281,154,269,82,97,152,45,66,,,,,,,,,,,,,,,,,,,,
"Census Tract 5, Ashtabula County, Ohio",360,90,217,53,0,2794,90,208,1203,517,320,383,73,2496,456,34360,45828,30789,33924,32150,42422,39,007,000500,4204,1750,658,515,577,413,2963,563,368,541,505,426,312,96,152,,,,,,,,,,,,,,,,,,,,
"Census Tract 6.01, Ashtabula County, Ohio",319,0,235,84,0,1697,91,305,633,386,162,92,28,1301,120,26863,0,25335,35625,0,0,39,007,000601,2904,1073,364,263,446,385,1841,389,345,320,258,156,195,43,135,,,,,,,,,,,,,,,,,,,,
"Census Tract 6.02, Ashtabula County, Ohio",227,0,77,99,51,2855,85,105,1126,544,294,563,138,2665,701,29397,0,19410,36435,34615,138214,39,007,000602,3644,1704,330,732,642,351,2850,431,314,667,359,464,155,220,240,,,,,,,,,,,,,,,,,,,,
"Census Tract 6.03, Ashtabula County, Ohio",115,42,43,19,11,2859,36,186,1279,500,185,390,283,2637,673,38500,0,31127,36912,49850,76786,39,007,000603,3820,1602,472,618,512,343,2708,426,325,478,352,316,327,108,376,,,,,,,,,,,,,,,,,,,,
"Census Tract 7.01, Ashtabula County, Ohio",315,58,248,9,0,2211,56,365,1283,304,122,52,29,1790,81,25079,25230,25742,20707,29250,0,39,007,000701,3151,1429,378,334,717,309,2296,730,261,509,398,255,58,0,85,,,,,,,,,,,,,,,,,,,,
"Census Tract 7.02, Ashtabula County, Ohio",196,5,97,43,51,1909,73,187,768,379,143,228,131,1649,359,44048,28962,39423,48542,56364,58580,39,007,000702,2510,1058,228,575,255,188,1972,355,142,221,447,232,289,137,149,,,,,,,,,,,,,,,,,,,,
"Census Tract 7.03, Ashtabula County, Ohio",245,58,78,99,10,2258,101,425,1016,450,116,127,23,1732,150,21638,15116,24444,27237,0,0,39,007,000703,3256,1330,287,467,576,370,2192,581,282,505,324,168,109,135,88,,,,,,,,,,,,,,,,,,,,
"Census Tract 7.04, Ashtabula County, Ohio",194,27,70,49,48,2620,180,318,967,558,270,166,161,2122,327,33528,0,27281,33466,0,65833,39,007,000704,3422,1623,300,557,766,319,2600,510,368,453,483,227,147,127,285,,,,,,,,,,,,,,,,,,,,
"Census Tract 8.01, Ashtabula County, Ohio",126,46,47,33,0,1220,42,102,652,221,73,83,47,1076,130,35872,0,40544,31705,27917,0,39,007,000801,1602,728,128,236,364,156,1229,203,119,210,185,226,155,48,83,,,,,,,,,,,,,,,,,,,,
"Census Tract 8.02, Ashtabula County, Ohio",511,20,365,113,13,3430,104,319,1535,754,129,505,84,3007,589,25352,32878,19444,26445,41971,66786,39,007,000802,4960,2142,637,644,861,410,3800,900,335,876,547,352,396,186,208,,,,,,,,,,,,,,,,,,,,
"Census Tract 9, Ashtabula County, Ohio",349,15,243,91,0,3352,124,259,1562,749,188,344,126,2969,470,31267,25625,30847,29087,32102,78056,39,007,000900,4456,1886,433,489,964,535,3329,564,412,740,565,336,313,151,248,,,,,,,,,,,,,,,,,,,,
"Census Tract 10.01, Ashtabula County, Ohio",427,88,143,190,6,3546,47,234,1374,845,380,392,274,3265,666,45890,16429,40061,52743,51964,74375,39,007,001001,4986,1939,614,706,619,616,3624,633,268,440,488,491,699,116,489,,,,,,,,,,,,,,,,,,,,
"Census Tract 10.02, Ashtabula County, Ohio",169,19,109,41,0,2811,31,207,1224,526,268,430,125,2573,555,37588,0,29205,36449,75972,68281,39,007,001002,3645,1518,349,741,428,207,2887,389,378,594,331,423,199,132,441,,,,,,,,,,,,,,,,,,,,
"Census Tract 11.01, Ashtabula County, Ohio",102,13,60,22,7,1247,57,114,581,276,88,100,31,1076,131,37337,26563,36563,42109,41500,0,39,007,001101,1677,680,165,268,247,192,1242,295,110,188,166,206,130,44,103,,,,,,,,,,,,,,,,,,,,
"Census Tract 11.02, Ashtabula County, Ohio",624,77,326,182,39,3793,65,257,1436,854,476,430,275,3471,705,37825,3661,31071,40550,35521,83750,39,007,001102,5807,2234,657,670,907,225,4595,1157,557,786,492,589,282,279,453,,,,,,,,,,,,,,,,,,,,
"Census Tract 12.01, Ashtabula County, Ohio",154,0,21,133,0,2626,117,242,1227,559,154,202,125,2267,327,40609,0,37348,0,70929,61856,39,007,001201,3397,1317,294,774,249,249,2600,476,273,319,298,432,370,167,265,,,,,,,,,,,,,,,,,,,,
"Census Tract 12.02, Ashtabula County, Ohio",291,101,79,111,0,2659,72,133,993,966,150,208,137,2454,345,31264,0,35179,30703,0,65303,39,007,001202,3704,1471,458,629,384,212,2807,693,132,461,349,389,539,117,127,,,,,,,,,,,,,,,,,,,,
"Census Tract 13.01, Ashtabula County, Ohio",222,83,70,42,27,2135,126,236,938,304,226,195,110,1773,305,38318,21676,27472,45469,51534,38894,39,007,001301,2931,1119,307,470,342,296,2183,384,180,435,252,424,252,166,90,,,,,,,,,,,,,,,,,,,,
"Census Tract 13.03, Ashtabula County, Ohio",237,149,64,4,20,1503,101,56,672,336,168,96,74,1346,170,39326,0,43875,38946,27102,106953,39,007,001303,2723,830,423,205,202,412,1419,285,69,233,272,250,134,9,167,,,,,,,,,,,,,,,,,,,,
"Census Tract 13.04, Ashtabula County, Ohio",66,20,19,27,0,1027,167,52,410,234,100,48,16,808,64,50764,0,0,50532,0,0,39,007,001304,2507,599,189,216,194,372,907,122,85,198,55,87,221,0,139,,,,,,,,,,,,,,,,,,,,
"Census Tract 14.01, Ashtabula County, Ohio",341,104,137,74,26,2349,696,174,737,261,135,230,116,1479,346,40095,39915,29783,54438,36538,70074,39,007,001401,4173,1239,457,463,319,672,2278,346,165,445,157,613,268,125,159,,,,,,,,,,,,,,,,,,,,
"Census Tract 14.02, Ashtabula County, Ohio",425,39,238,129,19,3299,374,441,1271,501,301,251,160,2484,411,32430,40821,26730,40287,28393,103379,39,007,001402,4677,1814,494,714,606,418,3449,467,447,627,725,586,341,36,220,,,,,,,,,,,,,,,,,,,,
"Census Tract 9900, Ashtabula County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,007,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
"Census Tract 9726, Athens County, Ohio",274,20,56,183,15,2855,75,431,1260,620,280,88,101,2349,189,30000,30234,25987,29451,37250,58750,39,009,972600,4049,1501,404,559,538,519,2800,842,298,491,324,505,181,45,114,,,,,,,,,,,,,,,,,,,,
"Census Tract 9727, Athens County, Ohio",361,17,74,266,4,3003,174,197,1267,607,466,229,63,2632,292,31868,0,30505,33161,57757,86250,39,009,972700,4093,1553,291,661,601,664,2811,700,308,438,460,422,248,115,120,,,,,,,,,,,,,,,,,,,,
"Census Tract 9728, Athens County, Ohio",1072,39,430,596,7,2770,112,424,1297,385,264,187,101,2234,288,23885,15512,22933,26563,26080,42273,39,009,972800,4548,1384,354,382,648,558,3419,1214,366,607,462,376,204,80,110,,,,,,,,,,,,,,,,,,,,
"Census Tract 9729, Athens County, Ohio",698,13,247,177,261,4608,155,283,1011,861,228,893,1177,4170,2070,36784,0,21660,30486,34539,65563,39,009,972900,5919,2788,325,808,1655,868,4558,1032,502,1006,293,505,376,170,674,,,,,,,,,,,,,,,,,,,,
"Census Tract 9730, Athens County, Ohio",1055,57,227,709,62,2162,7,8,195,249,145,668,890,2147,1558,44185,0,16577,25291,33021,62917,39,009,973000,3705,1480,286,336,858,314,3009,798,305,387,397,255,284,107,476,,,,,,,,,,,,,,,,,,,,
"Census Tract 9731.01, Athens County, Ohio",3503,4,525,2900,74,835,0,221,143,91,31,181,168,614,349,18007,17750,11250,25859,0,44583,39,009,973101,4365,866,9,50,807,516,3849,2799,403,360,150,94,27,6,10,,,,,,,,,,,,,,,,,,,,
"Census Tract 1958, Cuyahoga County, Ohio",198,72,26,45,55,2661,4,18,483,323,147,685,1001,2639,1686,87574,0,250001,48571,73148,103333,39,035,195800,3694,1421,439,686,296,410,2634,380,110,232,164,180,214,157,1197,39.0,35.0,195800.0,39035195800.0,Census Tract 1958,G5020,S,13882605.0,174159.0,41.406712,-81.421738,035_195800,35_195800,,35_195800,Cuyahoga County,"Census Tract 1958, Cuyahoga County, Ohio",1.0,41.407333,-81.416763
"Census Tract 1959, Cuyahoga County, Ohio",110,43,38,12,17,3061,25,47,320,480,231,1161,797,2989,1958,69375,0,0,0,69531,77475,39,035,195900,4081,1914,524,625,765,336,3070,421,201,259,225,368,288,204,1104,,,,,,,,,,,,,,,,,,,,
"Census Tract 1960, Cuyahoga County, Ohio",68,10,24,16,18,1449,7,35,318,286,130,304,369,1407,673,35357,0,40144,16875,49706,52708,39,035,196000,1683,723,97,365,261,231,1304,138,126,91,174,229,314,61,171,39.0,35.0,196000.0,39035196000.0,Census Tract 1960,G5020,S,1576182.0,0.0,41.5222678,-81.5655291,035_196000,35_196000,,35_196000,Cuyahoga County,"Census Tract 1960, Cuyahoga County, Ohio",1.0,41.522268,-81.565529
"Census Tract 1961, Cuyahoga County, Ohio",152,47,71,16,18,1890,56,157,957,355,111,160,94,1677,254,37083,23462,37212,33421,50625,39712,39,035,196100,2404,1161,229,326,606,198,1896,338,162,230,298,503,177,32,156,39.0,35.0,196100.0,39035196100.0,Census Tract 1961,G5020,S,9456638.0,363148.0,41.4384425,-81.6669049,035_196100,35_196100,,35_196100,Cuyahoga County,"Census Tract 1961, Cuyahoga County, Ohio",1.0,41.437465,-81.657223
"Census Tract 1962, Cuyahoga County, Ohio",501,49,69,339,44,2096,0,235,505,553,214,497,92,1861,589,26557,0,16650,26918,52714,85551,39,035,196200,3838,1724,647,456,621,367,2361,739,300,448,310,257,196,77,34,39.0,35.0,196200.0,39035196200.0,Census Tract 1962,G5020,S,2021401.0,0.0,41.5920932,-81.4959753,035_196200,35_196200,,35_196200,Cuyahoga County,"Census Tract 1962, Cuyahoga County, Ohio",1.0,41.592093,-81.495975
"Census Tract 1963, Cuyahoga County, Ohio",77,19,0,37,21,3205,4,17,186,376,193,1068,1361,3184,2429,77409,0,43309,41047,54063,126136,39,035,196300,3937,1688,380,919,389,359,3070,259,197,260,267,325,215,98,1449,39.0,35.0,196300.0,39035196300.0,Census Tract 1963,G5020,S,36518620.0,495991.0,41.4560473,-81.422804,035_196300,35_196300,,35_196300,Cuyahoga County,"Census Tract 1963, Cuyahoga County, Ohio",1.0,41.460823,-81.421734
"Census Tract 1964, Cuyahoga County, Ohio",372,59,218,95,0,1732,146,321,668,392,76,104,25,1265,129,20981,0,20889,21518,0,46875,39,035,196400,3189,1267,408,219,640,351,2118,802,281,450,276,199,59,22,29,39.0,35.0,196400.0,39035196400.0,Census Tract 1964,G5020,S,1312370.0,0.0,41.44314,-81.7736698,035_196400,35_196400,,35_196400,Cuyahoga County,"Census Tract 1964, Cuyahoga County, Ohio",1.0,41.44314,-81.77367
"Census Tract 1968, Cuyahoga County, Ohio",2878,36,1094,1485,263,828,3,67,151,92,33,164,318,758,482,48403,0,0,0,46719,53583,39,035,196800,3746,797,11,112,674,956,2782,1868,189,172,153,61,159,41,139,39.0,35.0,196800.0,39035196800.0,Census Tract 1968,G5020,S,2088252.0,12029.0,41.5077725,-81.6087816,035_196800,35_196800,,35_196800,Cuyahoga County,"Census Tract 1968, Cuyahoga County, Ohio",1.0,41.508104,-81.608686
"Census Tract 1970, Cuyahoga County, Ohio",101,31,25,31,14,2400,55,161,714,683,541,133,113,2184,246,33015,20893,20323,34043,48625,51429,39,035,197000,3005,1488,311,436,741,164,2404,341,149,630,513,302,225,48,196,39.0,35.0,197000.0,39035197000.0,Census Tract 1970,G5020,S,5509283.0,7962.0,41.4331099,-81.5383134,035_197000,35_197000,,35_197000,Cuyahoga County,"Census Tract 1970, Cuyahoga County, Ohio",1.0,41.433416,-81.537741
"Census Tract 1971, Cuyahoga County, Ohio",199,42,44,64,49,2737,11,27,232,505,107,738,1117,2699,1855,58672,0,25071,34583,57056,99615,39,035,197100,4018,1616,597,680,339,500,2758,310,86,409,319,273,308,130,923,39.0,35.0,197100.0,39035197100.0,Census Tract 1971,G5020,S,10711370.0,44096.0,41.4426159,-81.4717181,035_197100,35_197100,,35_197100,Cuyahoga County,"Census Tract 1971, Cuyahoga County, Ohio",1.0,41.442887,-81.474697
"Census Tract 1972, Cuyahoga County, Ohio",163,35,25,88,15,1555,95,283,598,292,101,128,58,1177,186,19364,14000,0,19028,52986,0,39,035,197200,2061,960,180,198,582,240,1573,445,368,351,201,95,23,6,84,,,,,,,,,,,,,,,,,,,,
"Census Tract 1973, Cuyahoga County, Ohio",479,108,126,115,130,2235,96,147,865,563,207,225,132,1992,357,33777,25709,33057,35104,37756,73036,39,035,197300,3487,1661,410,298,953,289,2511,463,342,261,622,411,176,82,154,39.0,35.0,197300.0,39035197300.0,Census Tract 1973,G5020,S,908642.0,0.0,41.4769361,-81.7735742,035_197300,35_197300,,35_197300,Cuyahoga County,"Census Tract 1973, Cuyahoga County, Ohio",1.0,41.476936,-81.773574
"Census Tract 1974, Cuyahoga County, Ohio",340,82,143,73,42,2521,291,179,931,550,215,259,96,2051,355,33047,36719,34875,30083,32813,0,39,035,197400,3665,1682,471,284,927,432,2587,513,251,549,348,522,244,97,63,39.0,35.0,197400.0,39035197400.0,Census Tract 1974,G5020,S,1449904.0,16242.0,41.4410442,-81.7114178,035_197400,35_197400,,35_197400,Cuyahoga County,"Census Tract 1974, Cuyahoga County, Ohio",1.0,41.441094,-81.712029
"Census Tract 1975, Cuyahoga County, Ohio",389,69,250,16,54,2661,136,119,743,543,57,667,396,2406,1063,40640,0,21625,41548,52361,52083,39,035,197500,3690,1879,466,365,1048,344,2806,602,235,445,207,430,249,144,494,,,,,,,,,,,,,,,,,,,,
"Census Tract 1976, Cuyahoga County, Ohio",174,49,70,55,0,1999,281,343,668,355,151,179,22,1375,201,29514,26071,17167,32197,54375,0,39,035,197600,3134,1237,487,246,504,415,1854,663,179,279,230,308,81,12,102,39.0,35.0,197600.0,39035197600.0,Census Tract 1976,G5020,S,1004275.0,0.0,41.4630666,-81.7035027,035_197600,35_197600,,35_197600,Cuyahoga County,"Census Tract 1976, Cuyahoga County, Ohio",1.0,41.463067,-81.703503
