Table ID,Table Title,Table Universe,5 Year Geography Restrictions (with Summary Levels in Parentheses)
B16007,AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over,"Excludes Block Group (150,258,293,294)"
B16008,CITIZENSHIP STATUS BY AGE BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over,"Excludes Block Group (150,258,293,294)"
B16009,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B16010,EDUCATIONAL ATTAINMENT AND EMPLOYMENT STATUS BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 25 YEARS AND OVER,Universe: Population 25 years and over,"Excludes Block Group (150,258,293,294)"
B17001,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Universe: Population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17001A,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE),Universe: White alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17001B,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),Universe: Black or African American alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17001C,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: American Indian and Alaska Native alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17001D,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (ASIAN ALONE),Universe: Asian alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17001E,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17001F,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (SOME OTHER RACE ALONE),Universe: Some other race alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17001G,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (TWO OR MORE RACES),Universe: Two or more races population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17001H,"POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino population for whom poverty status is determined","Excludes Block Group (150,258,293,294)"
B17001I,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO),Universe: Hispanic or Latino population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
C17002,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS ,Universe: Population for whom poverty status is determined,Excludes Place/Remainder (070)
B17003,POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY EDUCATIONAL ATTAINMENT,Universe: Population 25 years and over for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17004,POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY WORK EXPERIENCE,Universe: Population 16 years and over for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17005,POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY SEX BY EMPLOYMENT STATUS,Universe: Civilian population 16 years and over for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17006,POVERTY STATUS IN THE PAST 12 MONTHS OF RELATED CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY AGE OF RELATED CHILDREN UNDER 18 YEARS,Universe: Related children under 18 years,"Excludes Block Group (150,258,293,294)"
B17007,POVERTY STATUS IN THE PAST 12 MONTHS OF UNRELATED INDIVIDUALS 15 YEARS AND OVER BY SEX BY AGE,Universe: Unrelated individuals 15 years and over for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17008,AGGREGATE INCOME DEFICIT (DOLLARS) IN THE PAST 12 MONTHS OF UNRELATED INDIVIDUALS BY SEX,Universe: Unrelated individuals 15 years and over for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17009,POVERTY STATUS BY WORK EXPERIENCE OF UNRELATED INDIVIDUALS BY HOUSEHOLDER STATUS ,Universe: Unrelated individuals for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17010,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Universe: Families,Excludes Place/Remainder (070)
B17010A,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE HOUSEHOLDER),Universe: Families with a householder who is White alone,"Excludes Block Group (150,258,293,294)"
B17010B,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Universe: Families with a householder who is Black or African American alone,"Excludes Block Group (150,258,293,294)"
B17010C,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: Families with a householder who is American Indian and Alaska Native alone,"Excludes Block Group (150,258,293,294)"
B17010D,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (ASIAN ALONE HOUSEHOLDER),Universe: Families with a householder who is Asian alone,"Excludes Block Group (150,258,293,294)"
B17010E,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Universe: Families with a householder who is Native Hawaiian and Other Pacific Islander alone,"Excludes Block Group (150,258,293,294)"
B17010F,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (SOME OTHER RACE ALONE HOUSEHOLDER),Universe: Families with a householder who is Some other race alone,"Excludes Block Group (150,258,293,294)"
B17010G,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (TWO OR MORE RACES HOUSEHOLDER),Universe: Families with a householder who is Two or more races,"Excludes Block Group (150,258,293,294)"
B17010H,"POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","Universe: Families with a householder who is White alone, not Hispanic or Latino","Excludes Block Group (150,258,293,294)"
B17010I,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (HISPANIC OR LATINO),Universe: Families with a householder who is Hispanic or Latino,"Excludes Block Group (150,258,293,294)"
B17011,AGGREGATE INCOME DEFICIT (DOLLARS) IN THE PAST 12 MONTHS FOR FAMILIES BY FAMILY TYPE,Universe: Families with income in the past 12 months below the poverty level,Excludes Place/Remainder (070)
B17012,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UNDER 18 YEARS,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17013,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF PERSONS IN FAMILY,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17014,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF WORKERS IN FAMILY,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17015,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEMENTAL SECURITY INCOME (SSI) AND CASH PUBLIC ASSISTANCE INCOME,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17016,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY WORK EXPERIENCE OF HOUSEHOLDER AND SPOUSE,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17017,POVERTY STATUS IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE BY AGE OF HOUSEHOLDER,Universe: Households,Excludes Place/Remainder (070)
B17018,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17019,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY TENURE,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17020,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,Universe: Population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17020A,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE),Universe: White alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17020B,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),Universe: Black or African American alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17020C,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: American Indian and Alaska Native alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17020D,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE),Universe: Asian alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17020E,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17020F,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE),Universe: Some other race alone population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17020G,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES),Universe: Two or more races population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17020H,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino population for whom poverty status is determined","Excludes Block Group (150,258,293,294)"
B17020I,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO),Universe: Hispanic or Latino population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17021,POVERTY STATUS OF INDIVIDUALS IN THE PAST 12 MONTHS BY LIVING ARRANGEMENT,Universe: Population for whom poverty status is determined,Excludes Place/Remainder (070)
B17022,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17023,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS,Universe: Families,"Excludes Block Group (150,258,293,294)"
B17024,AGE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS,Universe: Population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17025,POVERTY STATUS IN THE PAST 12 MONTHS BY NATIVITY,Universe: Population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
B17026,RATIO OF INCOME TO POVERTY LEVEL OF FAMILIES IN THE PAST 12 MONTHS,Universe: Families,"Excludes Block Group (150,258,293,294)"
B18101,SEX BY AGE BY DISABILITY STATUS,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18101A,AGE BY DISABILITY STATUS (WHITE ALONE),Universe: White alone civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18101B,AGE BY DISABILITY STATUS (BLACK OR AFRICAN AMERICAN ALONE),Universe: Black or African American alone civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18101C,AGE BY DISABILITY STATUS (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: American Indian and Alaska Native alone civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18101D,AGE BY DISABILITY STATUS (ASIAN ALONE),Universe: Asian alone civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18101E,AGE BY DISABILITY STATUS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Native Hawaiian and other Pacific Islander alone civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18101F,AGE BY DISABILITY STATUS (SOME OTHER RACE ALONE),Universe: Some other race alone civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18101G,AGE BY DISABILITY STATUS (TWO OR MORE RACES),Universe: Two or more races civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18101H,"AGE BY DISABILITY STATUS (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino civilian noninstitutionalized population","Excludes Block Group (150,258,293,294)"
B18101I,AGE BY DISABILITY STATUS (HISPANIC OR LATINO),Universe: Hispanic or Latino civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18102,SEX BY AGE BY HEARING DIFFICULTY,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18103,SEX BY AGE BY VISION DIFFICULTY,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B18104,SEX BY AGE BY COGNITIVE DIFFICULTY,Universe: Civilian noninstitutionalized population 5 years and over,"Excludes Block Group (150,258,293,294)"
B18105,SEX BY AGE BY AMBULATORY DIFFICULTY,Universe: Civilian noninstitutionalized population 5 years and over,"Excludes Block Group (150,258,293,294)"
B18106,SEX BY AGE BY SELF-CARE DIFFICULTY,Universe: Civilian noninstitutionalized population 5 years and over,"Excludes Block Group (150,258,293,294)"
B18107,SEX BY AGE BY INDEPENDENT LIVING DIFFICULTY,Universe: Civilian noninstitutionalized population 18 years and over,"Excludes Block Group (150,258,293,294)"
C18108,AGE BY NUMBER OF DISABILITIES,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
C18120,EMPLOYMENT STATUS BY DISABILITY STATUS,Universe: Civilian noninstitutionalized population 18 to 64 years,"Excludes Block Group (150,258,293,294)"
C18121,WORK EXPERIENCE BY DISABILITY STATUS,Universe: Civilian Noninstitutionalized Population 18 to 64 years,"Excludes Block Group (150,258,293,294)"
C18130,AGE BY DISABILITY STATUS BY POVERTY STATUS,Universe: Civilian noninstitutionalized population for whom poverty status is determined,"Excludes Block Group (150,258,293,294)"
C18131,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY DISABILITY STATUS,Universe: Civilian Noninstitutionalized Population for Whom Poverty Status is Determined,"Excludes Block Group (150,258,293,294)"
B18135,AGE BY DISABILITY STATUS BY HEALTH INSURANCE COVERAGE STATUS,Universe: Civilian Noninstitutionalized Population,"Excludes Block Group (150,258,293,294)"
B18140,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY DISABILITY STATUS BY SEX FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 16 YEARS AND OVER WITH EARNINGS,Universe: Civilian Noninstitutionalized Population 16 Years and Over with Earnings in the Past 12 Months,"Excludes Block Group (150,258,293,294)"
B19001,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),Universe: Households,Excludes Place/Remainder (070)
B19001A,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),Universe: Households with a householder who is White alone,"Excludes Block Group (150,258,293,294)"
B19001B,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Universe: Households with a householder who is Black or African American alone,"Excludes Block Group (150,258,293,294)"
B19001C,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Universe: Households with a householder who is American Indian and Alaska Native alone,"Excludes Block Group (150,258,293,294)"
B19001D,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),Universe: Households with a householder who is Asian alone,"Excludes Block Group (150,258,293,294)"
B19001E,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Universe: Households with a householder who is Native Hawaiian and Other Pacific Islander alone,"Excludes Block Group (150,258,293,294)"
B19001F,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),Universe: Households with a householder who is Some other race alone,"Excludes Block Group (150,258,293,294)"
B19001G,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),Universe: Households with a householder who is Two or more races,"Excludes Block Group (150,258,293,294)"
B19001H,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","Universe: Households with a householder who is White alone, not Hispanic or Latino","Excludes Block Group (150,258,293,294)"
B19001I,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),Universe: Households with a householder who is Hispanic or Latino,"Excludes Block Group (150,258,293,294)"
B19013,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),Universe: Households,Excludes Place/Remainder (070)
B19013A,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),Universe: Households with a householder who is White alone,"Excludes Block Group (150,258,293,294)"
B19013B,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Universe: Households with a householder who is Black or African American alone,"Excludes Block Group (150,258,293,294)"
